# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu,,,,,,,,,,,,,,
# Thu Jun 13 15:30:11 2019,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,
# User preference: *,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,
# CONSTRAINT:  where (koi_disposition like 'CAN%'),,,,,,,,,,,,,,
# CONSTRAINT:  order by koi_disposition asc,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,
# COLUMN kepid:          KepID,,,,,,,,,,,,,,
# COLUMN kepoi_name:     KOI Name,,,,,,,,,,,,,,
# COLUMN koi_period:     Orbital Period [days],,,,,,,,,,,,,,
# COLUMN koi_period_err1: Orbital Period Upper Unc. [days],,,,,,,,,,,,,,
# COLUMN koi_prad:       Planetary Radius [Earth radii],,,,,,,,,,,,,,
# COLUMN koi_prad_err1:  Planetary Radius Upper Unc. [Earth radii],,,,,,,,,,,,,,
# COLUMN koi_teq:        Equilibrium Temperature [K],,,,,,,,,,,,,,
# COLUMN koi_insol:      Insolation Flux [Earth flux],,,,,,,,,,,,,,
# COLUMN koi_insol_err1: Insolation Flux Upper Unc. [Earth flux],,,,,,,,,,,,,,
# COLUMN koi_steff:      Stellar Effective Temperature [K],,,,,,,,,,,,,,
# COLUMN koi_steff_err1: Stellar Effective Temperature Upper Unc. [K],,,,,,,,,,,,,,
# COLUMN koi_slogg:      Stellar Surface Gravity [log10(cm/s**2)],,,,,,,,,,,,,,
# COLUMN koi_slogg_err1: Stellar Surface Gravity Upper Unc. [log10(cm/s**2)],,,,,,,,,,,,,,
# COLUMN koi_srad:       Stellar Radius [Solar radii],,,,,,,,,,,,,,
# COLUMN koi_srad_err1:  Stellar Radius Upper Unc. [Solar radii],,,,,,,,,,,,,,
#,,,,,,,,,,,,,,
kepid,kepoi_name,koi_period,koi_period_err1,koi_prad,koi_prad_err1,koi_teq,koi_insol,koi_insol_err1,koi_steff,koi_steff_err1,koi_slogg,koi_slogg_err1,koi_srad,koi_srad_err1
6691169,K04890.01,63.095068,0.002258,11.67,3.53,573,25.4,22.02,6622,160,4.331,0.065,1.325,0.401
6697605,K02851.02,1.23935745,1.029E-05,1.5,0.17,1583,1488.51,459.8,5370,85,4.411,0.104,0.966,0.105
6697605,K02851.01,3.42064689,1.928E-05,2.27,0.25,1129,382.68,118.21,5370,85,4.411,0.104,0.966,0.105
6697817,K03508.01,190.800788,0.002576,1.67,0.27,321,2.51,1.05,5993,72,4.489,0.021,0.986,0.16
6705026,K03374.02,34.1086562,0.0007045,1.95,0.38,739,70.4,36.4,6144,80,4.106,0.159,1.668,0.334
6705142,K01758.01,5.59728249,1.412E-05,3.28,0.69,930,176.53,116.59,5610,177,4.551,0.038,0.858,0.181
6715997,K06762.01,15.08186,0.0003259,0.98,0.35,758,78.11,83.47,5794,163,4.377,0.126,1.012,0.365
6716021,K02679.01,110.7556272,0.0005155,29.64,4.83,651,42.53,21.42,6525,176,3.772,0.32,2.668,0.434
6716545,K02906.03,21.9424316,0.0005337,1.23,0.23,797,95.46,45.92,6052,82,4.183,0.154,1.424,0.263
6716545,K02906.02,145.881936,0.005153,1.8,0.33,424,7.63,3.67,6052,82,4.183,0.154,1.424,0.263
6717252,K04651.01,1.19260017,6.681E-06,0.77,0.21,1726,2107.84,1820.04,5600,169,4.349,0.171,1.013,0.29
6719052,K05320.01,357.437578,0.009596,3.13,2.09,422,7.53,16.02,7610,231,4.127,0.079,1.862,1.24
6719086,K01357.01,3.014330766,5.5E-06,2.87,0.6,1124,377.79,254.9,5209,183,4.446,0.092,0.953,0.198
6721603,K05321.01,215.634356,0.009791,1.92,0.47,404,6.28,4.95,6163,219,4.06,0.35,1.568,0.388
6752002,K04184.01,6.08003714,1.668E-05,1.07,0.09,808,100.72,32.86,4991,149,4.513,0.082,0.804,0.069
6756369,K05322.01,30.928898,0.0003253,8.1,0.74,1051,288.95,82.49,5029,97,3.237,0.03,5.127,0.468
6763884,K06763.01,2.44693823,1.067E-05,0.56,0.08,1379,855.53,328.61,5821,69,4.419,0.063,1.033,0.154
6765135,K02592.01,175.603366,0.003232,2.87,0.95,348,3.46,3.4,6225,175,4.461,0.056,1.009,0.335
6765563,K05324.01,293.392635,0.004655,6.84,3.92,428,7.93,13.47,5203,116,3.489,0.182,3.055,1.748
6766634,K01375.01,321.2124365,0.0004036,7.25,1.16,310,2.17,1,6018,120,4.257,0.137,1.286,0.207
6767227,K04871.01,4.08197713,4.792E-05,0.6,0.13,1372,836.88,498.99,6538,147,4.339,0.092,1.156,0.241
6767227,K04871.02,5.522479,6.632E-05,0.76,0.35,1288,650.66,871.96,6532,159,4.271,0.135,1.247,0.571
6768394,K02086.04,335.56311,0.03882,1.83,1.01,333,2.9,4.85,6200,160,4.16,0.218,1.448,0.801
6768616,K06765.01,13.05609,0.0001789,1.3,0.39,814,103.85,92.83,6078,181,4.434,0.084,0.994,0.296
6776555,K05327.01,5.43361347,6.392E-05,2.09,0.12,548,21.27,5.72,3694,117,4.686,0.075,0.566,0.033
6779260,K02678.02,2.2165905,0.00033,0.48,0.05,1215,515.27,160.47,5397,107,4.543,0.033,0.831,0.084
6779726,K03375.01,47.0563327,0.0007067,2.57,0.75,497,14.43,12.76,5889,186,4.492,0.065,0.924,0.268
6786224,K04850.01,3.04185157,1.869E-05,0.71,0.21,1184,465.54,401.33,5802,156,4.537,0.048,0.857,0.252
6790592,K07791.01,106.18732,0.03174,231.85,13.94,2660,11829.18,3460.56,3287,117,0.114,0.208,152.969,9.192
6792908,K04341.01,10.778313,0.0001588,1.25,0.35,1067,306.18,260.18,6726,212,4.262,0.149,1.258,0.35
6803202,K00177.01,21.06075303,5.702E-05,1.78,0.26,669,47.39,19.64,5706,114,4.382,0.099,1.034,0.148
6805414,K05329.01,200.2350497,0.0005895,10.99,3.4,325,2.63,2.46,6108,189,4.471,0.054,0.997,0.308
6837146,K01362.01,20.51360192,8.345E-05,2.58,0.36,540,20.15,9.98,5310,185,4.608,0.045,0.704,0.1
6837283,K02914.01,21.1181653,0.0001574,2.89,0.54,1110,359.11,205.87,6461,175,3.779,0.293,2.566,0.485
6839010,K04674.01,4.84350003,4.384E-05,0.9,0.24,1121,373.1,295.97,5762,155,4.348,0.158,1.056,0.285
6842345,K06774.01,17.3816224,1.255E-06,26.55,7.7,756,77.09,67.29,6116,183,4.407,0.09,1.02,0.296
6842807,K02921.01,16.6146221,0.0001311,1.49,0.23,604,31.48,15.58,5295,159,4.548,0.052,0.8,0.122
6846911,K02477.01,14.02634692,3.997E-05,2.66,0.79,822,108.07,96.95,5970,184,4.355,0.112,1.131,0.335
6853172,K06776.01,28.655498,0.001063,1.45,0.44,658,44.37,39.87,6268,174,4.429,0.052,1.1,0.335
6859546,K06777.01,13.4450174,0.0001261,1.08,0.1,606,31.92,11.17,5003,151,4.553,0.061,0.759,0.072
6862328,K00865.01,119.0207044,0.0001179,8.98,1.23,366,4.25,1.58,5453,81,4.342,0.144,1.062,0.146
6862721,K01982.01,4.88753111,2.174E-05,2.45,0.61,1003,239.11,179.51,5568,166,4.499,0.044,0.957,0.237
6863158,K07793.01,1.99469354,4.991E-05,0.46,0.02,758,78.2,14.19,3799,68,4.738,0.036,0.51,0.025
6864706,K06781.01,14.5909249,0.0002285,0.93,0.43,622,35.34,50.41,5214,163,4.527,0.076,0.766,0.356
6867155,K00868.01,235.9986399,0.0002773,10.59,0.35,188,0.29,0.05,4245,85,4.627,0.03,0.657,0.022
6867219,K06783.01,11.8496351,0.0002042,1.31,0.4,802,97.71,87.81,6032,180,4.508,0.05,0.929,0.278
6867555,K02439.02,7.5017934,0.0001461,1.32,0.43,1046,283.25,274.34,6321,174,4.417,0.056,1.125,0.37
6867588,K02571.01,0.82628442,1.441E-06,0.96,0.07,1629,1654.69,370.53,5218,73,4.548,0.025,0.829,0.063
6869373,K05331.01,31.5034587,0.0005175,1.17,0.11,484,13.02,3.68,5269,84,4.567,0.017,0.823,0.08
6871071,K02220.04,7.66462913,7.296E-05,1.6,0.25,1106,353.31,147.75,5640,85,4.087,0.203,1.515,0.236
6871071,K02220.05,11.9294568,0.000124,1.05,0.42,797,95.42,113.61,5975,166,4.48,0.067,0.9,0.361
6875342,K05332.01,22.2381062,0.0007492,1.09,0.37,702,57.27,58.67,6192,172,4.433,0.058,1.055,0.366
6876575,K07572.01,91.069934,0.007107,1.59,0.34,1103,349.47,237.6,9051,298,3.623,0.305,4.232,0.909
6878408,K06786.01,455.62395,0.02622,3,0.87,228,0.64,0.56,5883,165,4.53,0.048,0.892,0.26
6879171,K04188.01,6.96352699,3.846E-05,1.4,0.34,1298,669.78,513.56,6040,201,3.978,0.458,1.686,0.413
6879183,K05333.01,20.5477769,0.0003415,1.67,0.54,690,53.65,51.83,5922,182,4.429,0.07,1.057,0.338
6879865,K00417.01,19.193103549,5.898E-06,12.23,3.56,656,43.77,37.45,5883,159,4.53,0.037,0.892,0.26
6887030,K07795.01,5.44085762,4.88E-05,0.97,0.19,892,149.44,93.51,5519,165,4.59,0.043,0.762,0.154
6891124,K07796.01,3.52364689,4.354E-05,0.94,0.31,1330,739.8,726.26,6269,174,4.412,0.07,1.085,0.361
6922203,K02578.01,13.33094869,3.699E-05,25.95,7.54,815,104.37,88.95,5991,161,4.394,0.105,1.039,0.302
6934045,K05336.01,265.741374,0.003384,3.24,0.72,413,6.9,4.54,6537,175,4.044,0.228,1.859,0.411
6934986,K02294.01,131.485184,0.001433,3.03,0.52,400,6.08,2.83,5765,105,4.236,0.162,1.242,0.209
6937529,K04382.02,3.98167088,5.262E-05,0.79,0.38,1356,798.79,1117.56,6484,155,4.377,0.067,1.173,0.56
6939913,K05337.01,470.65357,0.01034,2.99,1.21,238,0.75,0.9,6039,156,4.493,0.044,0.951,0.386
6945786,K03136.01,2.39161966,1.199E-05,0.93,0.08,1031,266.01,88.79,4935,147,4.589,0.066,0.685,0.061
6946199,K01359.01,37.1011418,0.0001187,3.19,0.88,532,18.95,15.73,5986,179,4.527,0.06,0.85,0.234
6946199,K01359.02,104.8205868,0.0002329,6.45,1.78,376,4.74,3.94,5986,179,4.527,0.06,0.85,0.234
6946708,K06151.01,431.78556,0.01936,1.36,0.47,211,0.47,0.48,5642,175,4.6,0.03,0.747,0.258
6947623,K06793.01,3.62657392,2.486E-05,0.79,0.16,1014,250,153.91,5416,161,4.579,0.034,0.8,0.159
6947668,K03455.01,14.0545718,0.0001607,1.45,0.43,711,60.49,52.81,5783,161,4.539,0.036,0.88,0.26
6949898,K03031.01,7.64809462,5.607E-05,1.19,0.3,840,117.65,92.15,5641,169,4.554,0.033,0.85,0.22
6952971,K07798.01,309.89103,0.0163,2.15,0.73,314,2.3,2.21,6450,153,4.386,0.065,1.155,0.389
6955671,K03329.01,12.6878176,0.0002194,2.16,0.69,851,123.89,120.42,6258,196,4.442,0.067,1.046,0.335
6956176,K06798.01,2.64185268,5.358E-05,3.56,2.12,2104,4636.69,8543.09,5195,144,3.409,0.31,2.935,1.75
6964929,K02756.02,5.06993245,7.75E-05,0.92,0.33,1053,291.11,310.53,5957,154,4.506,0.039,0.937,0.343
6974658,K02925.01,0.716531851,1.284E-06,1.11,0.33,2034,4063.57,3514.37,5552,149,4.349,0.18,1.03,0.304
6975129,K01628.03,37.8404232,0.0002658,1.76,0.31,607,32.14,15.12,6243,99,4.406,0.026,1.149,0.201
7009548,K05341.01,15.18575582,4.29E-05,2.26,0.66,922,170.46,143.2,6311,150,4.207,0.214,1.339,0.394
7017274,K03209.02,6.77067637,5.734E-05,1.9,0.41,1499,1193.45,655.67,6337,76,3.893,0.253,2.335,0.503
7017274,K03209.01,11.91256675,8.508E-05,2.61,0.56,1242,562.27,308.91,6337,76,3.893,0.253,2.335,0.503
7017372,K03689.01,5.24088367,2.276E-05,12.74,3.85,1320,716.85,641.99,6452,181,4.241,0.17,1.305,0.395
7018210,K05344.01,445.351255,0.006276,3.66,2.14,370,4.43,8.09,7202,217,4.112,0.137,1.755,1.025
7021681,K00255.02,13.6032081,0.0001832,0.75,0.05,397,5.85,1.41,3780,76,4.746,0.042,0.511,0.036
7022573,K03112.01,2.118893997,7.715E-06,1.41,0.31,1230,541.53,378.17,5504,182,4.583,0.038,0.796,0.176
7031517,K00871.01,12.940668656,3.352E-06,22.94,4.93,723,64.64,40.22,5875,140,4.572,0.036,0.809,0.174
7047922,K01899.02,10.5226374,0.0001833,1.08,0.36,976,213.96,239.81,6327,291,4.327,0.158,1.175,0.389
7051180,K00064.01,1.951082219,3.888E-06,10.35,0.77,2005,3822.26,832.84,5302,71,3.768,0.06,2.426,0.181
7051984,K02879.01,0.339069751,4.23E-07,2.09,0.48,3653,41863.05,29068.87,5653,169,3.846,0.56,2.183,0.496
7093401,K03433.01,34.08429351,5.823E-05,36.05,10.79,506,15.46,14.28,5252,174,4.428,0.143,0.922,0.276
7094944,K04859.01,7.5019743,0.0001136,1.19,0.08,709,59.73,16.39,4807,143,4.546,0.066,0.758,0.049
7097965,K02083.01,7.72085047,2.08E-05,2.53,0.4,1021,257.14,112.96,5887,105,4.29,0.138,1.177,0.186
7098255,K04762.01,11.56722589,9.733E-05,1.29,0.08,568,24.64,6.63,4597,137,4.59,0.056,0.691,0.043
7100673,K04032.05,7.23524221,4.586E-05,0.82,0.12,948,191.14,85.18,5574,111,4.354,0.132,1.065,0.166
7102227,K01360.03,0.764017553,3.767E-06,0.86,0.12,1589,1503.79,649.53,5142,153,4.602,0.033,0.755,0.097
7103300,K06819.01,3.226232203,9.005E-06,1.01,0.54,1620,1627.1,2541.56,6534,147,4.203,0.163,1.437,0.763
7103919,K04310.01,10.7769944,0.0001209,1.15,0.25,752,75.83,51.67,5455,162,4.457,0.124,0.852,0.19
7106173,K03083.02,6.2321233,0.000125,0.61,0.1,1021,256.72,116.08,5843,104,4.421,0.04,1.084,0.177
7106173,K03083.03,8.2942929,0.0001518,0.65,0.1,928,175.39,79.3,5843,104,4.421,0.04,1.084,0.177
7106173,K03083.01,10.18318233,9.811E-05,0.79,0.13,867,133.56,60.39,5843,104,4.421,0.04,1.084,0.177
7107802,K02420.02,5.4675514,6.16E-05,1.07,0.15,1078,319.36,124.31,5557,83,4.288,0.162,1.151,0.166
7119481,K00566.02,14.1573717,0.0002273,1.1,0.35,778,86.67,81.39,6122,182,4.487,0.054,0.964,0.302
7119481,K00566.03,42.068554,0.001061,1.32,0.41,541,20.28,19.05,6122,182,4.487,0.054,0.964,0.302
7120108,K02325.01,1.025857984,1.051E-06,1.57,0.08,1520,1264.7,226.59,5123,82,4.501,0.066,0.847,0.044
7125794,K05358.01,126.586058,0.003678,1.54,0.64,460,10.54,12.8,6611,161,4.269,0.136,1.249,0.522
7130612,K05359.01,2.7200197,0.000389,1.53,0.14,713,61.08,16.08,3939,52,4.735,0.06,0.527,0.05
7132462,K05360.01,54.595746,0.0005848,2,0.9,649,41.81,56.23,6014,177,3.989,0.341,1.699,0.756
7134626,K07818.01,2.52443998,2.092E-05,1.53,0.28,2145,4998.98,2807.79,6461,176,3.846,0.3,2.225,0.41
7135852,K00875.01,4.220965778,2.584E-06,2.62,0.58,595,29.68,41.22,3837,481,4.747,0.105,0.517,0.114
7183745,K02521.02,4.86634094,2.5E-05,1.94,0.07,881,142.39,21.52,4996,82,4.497,0.08,0.831,0.032
7186436,K05365.01,585.64118,0.02311,2.2,0.91,207,0.43,0.54,5779,161,4.526,0.031,0.901,0.375
7191646,K04358.01,106.957467,0.002169,2.4,0.75,394,5.7,5.34,6075,189,4.486,0.054,0.969,0.3
7198587,K05369.01,651.358046,0.006444,14.58,0.91,411,6.75,1.46,5122,96,3.172,0.032,6.261,0.394
7199060,K04152.01,64.1862264,0.0009938,8,1.45,839,116.97,64.13,6951,184,3.766,0.285,2.758,0.499
7199397,K00075.01,105.8817667,0.0001312,10.16,0.94,595,29.64,7.72,5903,79,3.757,0.078,2.499,0.233
7202957,K02687.01,1.716828304,9.408E-06,0.74,0.12,1455,1056.84,452.51,5808,105,4.522,0.03,0.902,0.138
7202957,K02687.02,8.16733851,6.02E-05,1.03,0.15,865,132.43,56.7,5808,105,4.522,0.03,0.902,0.138
7204233,K05371.01,33.3037881,0.0005782,1.14,0.14,422,7.53,3.47,4899,174,4.624,0.023,0.713,0.091
7205717,K05372.01,212.60398,0.01455,1.64,0.71,337,3.06,3.94,5834,162,4.284,0.157,1.207,0.521
7206422,K05373.01,50.550788,0.001514,5,2.46,790,92.03,130.13,5031,106,3.433,0.235,3.859,1.892
7213311,K05375.01,285.374561,0.003498,5.94,3.64,423,7.54,14,5142,120,3.47,1.232,2.756,1.691
7215678,K02354.01,1.151244686,1.522E-06,40.32,12.6,1756,2253.09,2065.12,6086,164,4.511,0.04,0.921,0.288
7217088,K06849.01,12.54474243,5.634E-05,1.88,0.3,840,117.9,50.4,5767,78,4.316,0.126,1.159,0.189
7219825,K00238.03,362.97828,0.01599,1.96,0.33,296,1.81,0.87,6086,133,4.274,0.137,1.216,0.199
7256914,K04136.01,2.41750021,2.156E-05,1.19,0.19,1507,1221.36,519.24,5575,83,4.189,0.188,1.308,0.208
7256914,K04136.02,4.03357434,4.404E-05,1.23,0.19,1270,616.04,261.9,5575,83,4.189,0.188,1.308,0.208
7257966,K04185.01,3.035206175,5.17E-06,3.59,0.8,1143,403.53,275.65,5505,164,4.503,0.063,0.873,0.195
7266212,K04737.01,7.79534033,8.442E-05,1.07,0.35,985,222.52,213.24,6156,171,4.443,0.054,1.05,0.341
7272132,K04466.01,154.674369,0.004601,2.29,0.71,371,4.47,4.09,6338,176,4.449,0.07,1.002,0.311
7282470,K05379.01,520.655224,0.009647,7.58,3.46,401,6.12,7.96,5227,107,3.321,0.252,4.313,1.968
7285757,K03271.02,7.41834569,6.474E-05,1.12,0.21,800,96.9,56.43,5549,163,4.6,0.045,0.732,0.137
7285757,K03271.01,19.5489666,0.0001396,1.89,0.35,579,26.62,15.5,5549,163,4.6,0.045,0.732,0.137
7287028,K07832.01,3.6092231,0.0005535,0.68,0.21,1192,477,437.64,6032,162,4.508,0.05,0.929,0.291
7287415,K01369.01,3.016182013,9.751E-06,2.25,0.37,1449,1044.49,459.93,5611,84,4.144,0.195,1.4,0.231
7287677,K04815.01,18.3721835,0.000266,1.12,0.32,657,43.96,35.74,5937,159,4.558,0.034,0.83,0.23
7287683,K01622.01,69.8347983,0.0003061,3.51,0.92,765,80.97,63.22,7732,214,4.075,0.135,2.022,0.533
7288444,K03482.01,15.3317719,0.0002039,1.91,0.32,821,107.44,47.95,5726,86,4.228,0.162,1.285,0.215
7289139,K05380.01,369.93355,0.02925,3.24,1.56,270,1.25,1.82,6158,171,4.453,0.049,1.024,0.493
7289317,K02450.02,7.1931193,7.972E-05,1.12,0.15,916,166.3,60.02,5518,74,4.4,0.1,1.008,0.137
7289338,K03420.01,5.77451117,5.805E-05,1.87,0.31,1232,544.74,230.38,5821,78,4.127,0.182,1.492,0.241
7289338,K03420.02,12.5014905,0.0001535,2.24,0.36,952,194.3,82.18,5821,78,4.127,0.182,1.492,0.241
7289577,K01974.01,109.4450597,0.000434,3.04,0.28,340,3.14,0.91,5403,107,4.5,0.058,0.868,0.08
7294743,K02516.01,2.81043228,2.115E-05,1.43,0.24,1701,1978.53,885.15,5415,81,3.868,0.196,2.079,0.349
7300182,K07833.01,172.820248,0.005097,2.22,0.65,338,3.08,2.66,6174,169,4.499,0.05,0.939,0.276
7303287,K01353.03,330.071558,0.006272,2.94,0.46,286,1.58,0.69,5933,107,4.342,0.115,1.115,0.174
7335514,K06860.01,0.576732089,5.071E-06,0.43,0.01,1537,1316.33,188.96,4524,81,4.576,0.042,0.717,0.023
7345248,K04864.01,5.66494448,4.794E-05,0.78,0.26,1134,390.59,375.59,5888,158,4.269,0.201,1.13,0.371
7345335,K06862.01,11.0495766,0.0001865,0.83,0.36,738,70.24,94.02,5533,177,4.505,0.071,0.819,0.357
7364176,K00373.01,135.1879934,0.000317,2.32,0.31,345,3.33,1.25,5731,103,4.451,0.095,0.906,0.119
7366501,K07834.01,7.3812344,0.0001091,1,0.3,944,187.24,164.03,6072,163,4.51,0.05,0.923,0.276
7367164,K07835.01,3.76565247,3.03E-05,0.87,0.23,1108,356.3,269.19,5815,140,4.54,0.044,0.877,0.231
7375348,K00266.02,47.7439509,0.0003349,1.74,0.28,575,25.84,11.59,5949,106,4.272,0.12,1.292,0.209
7376983,K01358.04,2.345863002,9.55E-06,1.23,0.11,997,233.38,89.19,4769,172,4.622,0.024,0.714,0.068
7376983,K01358.03,3.64830183,1.621E-05,1.33,0.12,860,129.44,49.47,4769,172,4.622,0.024,0.714,0.068
7376983,K01358.02,8.74292005,3.311E-05,1.92,0.18,643,40.33,15.41,4769,172,4.622,0.024,0.714,0.068
7376983,K01358.01,5.644914154,8.778E-06,2.66,0.25,744,72.38,27.67,4769,172,4.622,0.024,0.714,0.068
7377343,K05384.01,7.95445779,3.496E-05,9.5,3,1064,303.36,290.77,6217,194,4.306,0.132,1.196,0.378
7380537,K00883.01,2.688899233,1.9E-07,12.04,1.36,929,175.76,66.28,4820,130,4.667,0.027,0.639,0.072
7381580,K06872.01,13.5164708,0.0003793,0.88,0.27,645,40.81,38.42,5442,175,4.6,0.03,0.747,0.23
7383840,K05385.01,331.70918,0.02825,6815.75,2159,221,0.56,0.58,5282,205,4.565,0.029,0.805,0.255
7386827,K01704.01,10.4188915,2.388E-05,3.17,0.93,855,126.48,111.61,5692,173,4.36,0.132,1.064,0.311
7416016,K05387.01,297.78282,0.01445,1.17,0.09,167,0.18,0.06,4192,120,4.657,0.071,0.59,0.049
7416306,K05388.01,137.396194,0.006133,3.38,1,517,16.87,15.3,5425,177,3.704,0.784,2.655,0.783
7416646,K05389.01,365.739893,0.006529,1.73,0.91,241,0.8,1.28,5420,160,4.396,0.135,0.953,0.501
7429287,K04260.04,84.799829,0.003327,1.16,0.05,491,13.79,2,5619,93,4.07,0.013,1.406,0.05
7440715,K05390.01,104.198102,0.00114,5.13,3.28,497,14.46,29.25,5087,149,3.759,0.849,2.024,1.297
7446631,K02598.01,29.2254372,0.0002303,1.35,0.44,614,33.69,33.79,6049,190,4.461,0.058,1.008,0.333
7447895,K06878.01,2.405625303,5.222E-06,1.11,0.23,1180,459.66,287.94,5450,146,4.573,0.027,0.83,0.174
7449554,K02357.01,2.42088277,1.327E-05,2.27,0.35,1616,1615.12,670.11,5583,83,4.077,0.21,1.53,0.237
7449554,K02357.02,15.9042402,0.0001123,3.79,0.59,863,131.11,54.39,5583,83,4.077,0.21,1.53,0.237
7450747,K04267.01,2.20829637,1.798E-05,1.36,0.24,1709,2016.25,908.25,6028,81,4.189,0.149,1.454,0.251
7458743,K05393.01,248.421771,0.005093,18.92,2.54,579,26.64,10.58,4895,102,3.008,0.03,6.428,0.863
7461521,K06882.01,0.7735301,2.751E-05,1.87,0.59,2474,8868.22,8299.29,6296,177,4.217,0.185,1.35,0.427
7463685,K02890.01,8.98826122,9.232E-05,1.39,0.43,864,131.92,123.49,5984,188,4.521,0.039,0.906,0.279
7466270,K02959.01,16.1558656,0.0001418,2.04,0.14,455,10.1,3.04,4504,142,4.713,0.058,0.53,0.038
7499398,K01473.01,23.02028478,2.765E-05,7.58,2.11,604,31.4,26.25,5613,166,4.496,0.048,0.956,0.266
7501646,K02572.01,6.37705295,3.206E-05,2.15,0.52,935,180.66,130.54,5672,160,4.503,0.044,0.965,0.233
7504328,K00458.01,53.71798494,6.523E-05,155.12,5.52,1550,1363.11,161.12,4959,52,2.332,0.161,21.449,0.764
7512982,K01480.02,7.00447892,6.256E-05,1.19,0.04,754,76.26,10.65,4883,77,4.515,0.064,0.808,0.028
7515336,K04663.01,5.65690281,7.902E-05,0.74,0.12,1159,425.7,184.17,5687,77,4.191,0.182,1.32,0.218
7517261,K03496.02,8.5433774,0.0001984,1.58,0.46,1260,595.97,514.55,6602,181,4.108,0.22,1.685,0.494
7522911,K01705.01,20.4998763,0.0001716,2.8,0.92,731,67.67,65.55,6249,174,4.428,0.067,1.076,0.353
7539277,K05398.01,551.22396,0.01828,2.1,0.89,206,0.42,0.54,5691,156,4.544,0.023,0.887,0.373
7582691,K04419.01,0.259819659,4.04E-07,1.22,0.08,1559,1410.9,285.54,3939,55,4.736,0.028,0.526,0.035
7583650,K04614.01,6.4546845,0.0001022,1.38,0.44,1244,565.72,512.95,6474,162,4.243,0.148,1.362,0.428
7584650,K02631.01,44.9977604,0.0005173,1.59,0.23,508,15.74,5.91,5871,70,4.493,0.019,0.983,0.143
7592529,K06889.01,75.906736,0.003878,0.63,0.23,507,15.65,16.64,6140,151,4.248,0.189,1.206,0.444
7592922,K06890.01,2.15888911,1.562E-05,0.72,0.1,1130,384.49,175.63,5269,142,4.627,0.036,0.713,0.103
7601665,K07842.01,3.11141514,4.97E-05,0.7,0.22,1530,1296.58,1164.25,6450,144,4.297,0.108,1.273,0.405
7602351,K06892.01,17.5806026,0.0005389,1.87,0.29,816,104.96,42.51,5839,79,4.199,0.169,1.358,0.209
7609553,K02924.02,8.85686712,2.764E-05,1.88,0.18,714,61.54,22.17,5017,151,4.516,0.075,0.797,0.079
7609674,K03128.01,21.2360024,0.0002028,2.62,0.36,1048,285.21,114.74,6035,132,3.745,0.231,2.559,0.343
7613620,K07843.01,0.619023176,4.783E-06,0.79,0.17,1885,2985.06,2099.65,5395,180,4.536,0.028,0.891,0.198
7619236,K00682.01,562.1725914,0.0007743,10.9,1.96,241,0.8,0.4,5589,102,4.229,0.134,1.289,0.231
7620413,K02103.02,3.66520844,4.528E-05,0.82,0.12,1168,439.57,171.23,5579,75,4.389,0.105,1.029,0.152
7625138,K05406.01,5.71966537,5.105E-05,0.82,0.34,1479,1131.75,1344.26,6356,151,3.985,0.301,1.865,0.767
7625143,K05407.01,58.5029431,0.0008227,1.54,0.84,611,33.01,53.11,6525,158,4.215,0.159,1.412,0.762
7630229,K00683.01,278.1243979,0.0004437,5.86,0.94,286,1.57,0.7,5799,104,4.408,0.066,1.05,0.167
7631138,K05408.01,415.748785,0.006944,3.24,2.09,283,1.51,3.17,5324,179,4.027,0.459,1.534,0.993
7659389,K02734.01,3.8259005,1.323E-05,3.45,0.58,1005,241.25,135.25,5223,183,4.505,0.054,0.885,0.147
7661893,K04296.01,2.49385348,1.181E-05,0.59,0.06,1251,579.64,184.26,5615,112,4.477,0.088,0.85,0.088
7662502,K05410.01,24.1527864,0.0003599,0.97,0.32,701,57.15,56.63,6223,194,4.392,0.087,1.095,0.358
7663405,K01519.02,57.132855,0.001069,1.81,0.13,414,6.94,1.5,5157,77,4.445,0.091,0.904,0.064
7668416,K03089.01,0.858546796,2.582E-06,0.88,0.15,1671,1846.35,1053.79,5269,184,4.491,0.08,0.864,0.147
7670943,K00269.01,18.01164974,5.122E-05,1.83,0.07,900,155.37,23.54,6477,103,4.224,0.033,1.459,0.058
7671950,K07846.01,10.5994606,0.0002278,1.28,0.4,896,152.67,144.22,6194,193,4.445,0.054,1.069,0.333
7672215,K05411.01,11.1734401,0.0002168,1.4,0.47,1279,632.06,635.93,7372,231,4.142,0.124,1.752,0.581
7673192,K02722.05,16.5340022,0.0002426,1.17,0.2,819,106.21,51.98,6052,121,4.285,0.137,1.202,0.208
7673841,K02585.03,7.87845756,8.424E-05,0.78,0.11,989,226.11,94.9,5767,115,4.287,0.162,1.135,0.165
7678434,K00892.02,3.96996298,1.395E-05,1.78,0.09,992,229.37,41.51,5121,76,4.457,0.091,0.888,0.049
7679812,K03943.01,38.5763483,0.0002012,2.05,0.36,619,34.77,17.02,6167,111,4.333,0.076,1.221,0.217
7687365,K06904.01,26.1556767,0.0003336,1.28,0.28,501,14.92,10.18,5204,171,4.573,0.037,0.76,0.164
