# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Wed May 30 20:29:12 2018
#
# COLUMN pl_name:        Planet Name
# COLUMN pl_hostname:    Host Name
# COLUMN pl_letter:      Planet Letter
# COLUMN pl_discmethod:  Discovery Method
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbpererr1:  Orbital Period Upper Unc. [days]
# COLUMN pl_orbpererr2:  Orbital Period Lower Unc. [days]
# COLUMN pl_orbperlim:   Orbital Period Limit Flag
# COLUMN pl_orbeccen:    Eccentricity
# COLUMN pl_orbeccenerr1: Eccentricity Upper Unc.
# COLUMN pl_orbeccenerr2: Eccentricity Lower Unc.
# COLUMN pl_orbeccenlim: Eccentricity Limit Flag
# COLUMN pl_orbincl:     Inclination [deg]
# COLUMN pl_orbinclerr1: Inclination Upper Unc. [deg]
# COLUMN pl_orbinclerr2: Inclination Lower Unc. [deg]
# COLUMN pl_orbincllim:  Inclination Limit Flag
# COLUMN pl_bmassj:      Planet Mass or M*sin(i)[Jupiter mass]
# COLUMN pl_bmassjerr1:  Planet Mass or M*sin(i)Upper Unc. [Jupiter mass]
# COLUMN pl_bmassjerr2:  Planet Mass or M*sin(i)Lower Unc. [Jupiter mass]
# COLUMN pl_bmassjlim:   Planet Mass or M*sin(i)Limit Flag
# COLUMN pl_radj:        Planet Radius [Jupiter radii]
# COLUMN pl_radjerr1:    Planet Radius Upper Unc. [Jupiter radii]
# COLUMN pl_radjerr2:    Planet Radius Lower Unc. [Jupiter radii]
# COLUMN pl_radjlim:     Planet Radius Limit Flag
# COLUMN pl_dens:        Planet Density [g/cm**3]
# COLUMN pl_denserr1:    Planet Density Upper Unc. [g/cm**3]
# COLUMN pl_denserr2:    Planet Density Lower Unc. [g/cm**3]
# COLUMN pl_denslim:     Planet Density Limit Flag
# COLUMN pl_kepflag:     Kepler Field Flag
# COLUMN pl_nnotes:      Number of Notes
# COLUMN st_dist:        Distance [pc]
# COLUMN st_disterr1:    Distance Upper Unc. [pc]
# COLUMN st_disterr2:    Distance Lower Unc. [pc]
# COLUMN st_distlim:     Distance Limit Flag
# COLUMN st_optmag:      Optical Magnitude [mag]
# COLUMN st_optmagerr:   Optical Magnitude Unc. [mag]
# COLUMN st_optmaglim:   Optical Magnitude Limit Flag
# COLUMN st_optband:     Optical Magnitude Band
# COLUMN gaia_gmag:      G-band (Gaia) [mag]
# COLUMN gaia_gmagerr:   G-band (Gaia) Unc. [mag]
# COLUMN gaia_gmaglim:   G-band (Gaia) Limit Flag
# COLUMN st_teff:        Effective Temperature [K]
# COLUMN st_tefferr1:    Effective Temperature Upper Unc. [K]
# COLUMN st_tefferr2:    Effective Temperature Lower Unc. [K]
# COLUMN st_tefflim:     Effective Temperature Limit Flag
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN st_masserr1:    Stellar Mass Upper Unc. [Solar mass]
# COLUMN st_masserr2:    Stellar Mass Lower Unc. [Solar mass]
# COLUMN st_masslim:     Stellar Mass Limit Flag
# COLUMN st_rad:         Stellar Radius [Solar radii]
# COLUMN st_raderr1:     Stellar Radius Upper Unc. [Solar radii]
# COLUMN st_raderr2:     Stellar Radius Lower Unc. [Solar radii]
# COLUMN st_radlim:      Stellar Radius Limit Flag
# COLUMN pl_massj:       Planet Mass [Jupiter mass]
# COLUMN pl_massjerr1:   Planet Mass Upper Unc. [Jupiter mass]
# COLUMN pl_massjerr2:   Planet Mass Lower Unc. [Jupiter mass]
# COLUMN pl_massjlim:    Planet Mass Limit Flag
# COLUMN pl_rade:        Planet Radius [Earth radii]
# COLUMN pl_radeerr1:    Planet Radius Upper Unc. [Earth radii]
# COLUMN pl_radeerr2:    Planet Radius Lower Unc. [Earth radii]
# COLUMN pl_radelim:     Planet Radius Limit Flag
# COLUMN pl_rads:        Planet Radius [Solar radii]
# COLUMN pl_radserr1:    Planet Radius Upper Unc. [Solar radii]
# COLUMN pl_radserr2:    Planet Radius Lower Unc. [Solar radii]
# COLUMN pl_radslim:     Planet Radius Limit Flag
# COLUMN pl_disc:        Year of Discovery
# COLUMN hd_name:        HD Name
# COLUMN hip_name:       HIP Name
#
loc_rowid,pl_name,pl_hostname,pl_letter,pl_discmethod,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_orbincl,pl_orbinclerr1,pl_orbinclerr2,pl_orbincllim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_dens,pl_denserr1,pl_denserr2,pl_denslim,pl_kepflag,pl_nnotes,st_dist,st_disterr1,st_disterr2,st_distlim,st_optmag,st_optmagerr,st_optmaglim,st_optband,gaia_gmag,gaia_gmagerr,gaia_gmaglim,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_mass,st_masserr1,st_masserr2,st_masslim,st_rad,st_raderr1,st_raderr2,st_radlim,pl_massj,pl_massjerr1,pl_massjerr2,pl_massjlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_rads,pl_radserr1,pl_radserr2,pl_radslim,pl_disc,hd_name,hip_name
1155,Kepler-1035 b,Kepler-1035,b,Transit,2.71407755,0.00000371,-0.00000371,0,,,,,,,,,,,,,0.104,0.025,-0.010,0,,,,,1,1,408.00,96.89,-39.28,0,12.987,,0,Kepler-band,,,,5763.00,114.35,-121.15,0,0.98,0.06,-0.06,0,0.97,0.23,-0.09,0,,,,,1.170,0.280,-0.110,0,0.011,0.003,-0.001,0,2016,,
1156,Kepler-1036 b,Kepler-1036,b,Transit,122.88080580,0.00070900,-0.00070900,0,,,,,,,,,,,,,0.269,0.012,-0.047,0,,,,,1,1,507.00,22.34,-20.21,0,13.800,,0,Kepler-band,,,,5533.00,83.31,-69.58,0,0.95,0.03,-0.04,0,0.89,0.04,-0.03,0,,,,,3.010,0.140,-0.530,0,0.028,0.001,-0.005,0,2016,,
1157,Kepler-1037 b,Kepler-1037,b,Transit,1.06378867,0.00000126,-0.00000126,0,,,,,,,,,,,,,0.114,0.008,-0.006,0,,,,,1,1,451.00,25.02,-25.69,0,14.229,,0,Kepler-band,,,,5105.00,96.95,-70.71,0,0.82,0.04,-0.04,0,0.78,0.04,-0.04,0,,,,,1.280,0.090,-0.070,0,0.012,0.001,-0.001,0,2016,,
1158,Kepler-1038 b,Kepler-1038,b,Transit,148.46033820,0.00068940,-0.00068940,0,,,,,,,,,,,,,0.315,0.046,-0.035,0,,,,,1,1,622.00,74.94,-52.89,0,14.839,,0,Kepler-band,,,,5335.00,253.32,-212.93,0,0.87,0.07,-0.06,0,0.83,0.09,-0.06,0,,,,,3.530,0.520,-0.390,0,0.032,0.005,-0.004,0,2016,,
1159,Kepler-1039 b,Kepler-1039,b,Transit,0.93488424,0.00000087,-0.00000087,0,,,,,,,,,,,,,0.130,0.008,-0.020,0,,,,,1,1,324.00,23.57,-20.70,0,14.145,,0,Kepler-band,,,,4870.00,194.18,-173.27,0,0.79,0.05,-0.04,0,0.74,0.04,-0.04,0,,,,,1.460,0.090,-0.220,0,0.013,0.001,-0.002,0,2016,,
1160,Kepler-104 b,Kepler-104,b,Transit,11.42754800,0.00001500,-0.00001500,0,,,,,,,,,,,,,0.277,0.047,-0.047,0,,,,,1,1,,,,,12.596,,0,Kepler-band,,,,5711.00,74.00,-74.00,0,0.81,,,0,1.35,0.22,-0.22,0,,,,,3.100,0.530,-0.530,0,0.028,0.005,-0.005,0,2014,,
1161,Kepler-104 c,Kepler-104,c,Transit,23.66820500,0.00005600,-0.00005600,0,,,,,,,,,,,,,0.279,0.049,-0.049,0,,,,,1,1,,,,,12.596,,0,Kepler-band,,,,5711.00,74.00,-74.00,0,0.81,,,0,1.35,0.22,-0.22,0,,,,,3.130,0.550,-0.550,0,0.029,0.005,-0.005,0,2014,,
1162,Kepler-104 d,Kepler-104,d,Transit,51.75539400,0.00016000,-0.00016000,0,,,,,,,,,,,,,0.319,0.054,-0.054,0,,,,,1,1,,,,,12.596,,0,Kepler-band,,,,5711.00,74.00,-74.00,0,0.81,,,0,1.35,0.22,-0.22,0,,,,,3.580,0.610,-0.610,0,0.033,0.006,-0.006,0,2014,,
1163,Kepler-1040 b,Kepler-1040,b,Transit,201.12140000,0.00194500,-0.00194500,0,,,,,,,,,,,,,0.186,0.016,-0.009,0,,,,,1,1,473.00,33.12,-25.47,0,13.328,,0,Kepler-band,,,,5694.00,78.24,-65.65,0,0.98,0.04,-0.04,0,0.96,0.06,-0.05,0,,,,,2.080,0.180,-0.100,0,0.019,0.002,-0.001,0,2016,,
1164,Kepler-1041 b,Kepler-1041,b,Transit,24.75764210,0.00011120,-0.00011120,0,,,,,,,,,,,,,0.262,0.055,-0.047,0,,,,,1,1,979.00,206.21,-102.97,0,14.490,,0,Kepler-band,,,,5957.00,107.73,-105.23,0,1.06,0.07,-0.07,0,1.08,0.23,-0.11,0,,,,,2.940,0.620,-0.530,0,0.027,0.006,-0.005,0,2016,,
1165,Kepler-1042 b,Kepler-1042,b,Transit,10.13202575,0.00003028,-0.00003028,0,,,,,,,,,,,,,0.195,0.010,-0.014,0,,,,,1,1,659.00,32.13,-48.91,0,15.629,,0,Kepler-band,,,,4815.00,86.89,-79.62,0,0.75,0.04,-0.05,0,0.72,0.03,-0.05,0,,,,,2.190,0.110,-0.160,0,0.020,0.001,-0.001,0,2016,,
1166,Kepler-1043 b,Kepler-1043,b,Transit,38.50533980,0.00017850,-0.00017850,0,,,,,,,,,,,,,0.227,0.035,-0.021,0,,,,,1,1,838.00,98.65,-65.25,0,14.777,,0,Kepler-band,,,,5629.00,73.19,-67.58,0,0.92,0.05,-0.06,0,0.90,0.10,-0.07,0,,,,,2.550,0.390,-0.240,0,0.023,0.004,-0.002,0,2016,,
1167,Kepler-1044 b,Kepler-1044,b,Transit,6.77408868,0.00001867,-0.00001867,0,,,,,,,,,,,,,0.238,0.055,-0.026,0,,,,,1,1,1507.00,344.55,-170.91,0,15.368,,0,Kepler-band,,,,5985.00,112.26,-124.51,0,1.08,0.08,-0.07,0,1.11,0.25,-0.12,0,,,,,2.670,0.620,-0.290,0,0.024,0.006,-0.003,0,2016,,
1168,Kepler-1045 b,Kepler-1045,b,Transit,26.41045478,0.00007194,-0.00007194,0,,,,,,,,,,,,,0.240,0.019,-0.014,0,,,,,1,1,971.00,67.86,-56.49,0,15.593,,0,Kepler-band,,,,5301.00,56.01,-59.81,0,0.86,0.04,-0.05,0,0.82,0.06,-0.05,0,,,,,2.690,0.210,-0.160,0,0.025,0.002,-0.001,0,2016,,
1169,Kepler-1046 b,Kepler-1046,b,Transit,14.37508035,0.00004094,-0.00004094,0,,,,,,,,,,,,,0.153,0.011,-0.010,0,,,,,1,1,518.00,35.39,-29.27,0,13.286,,0,Kepler-band,,,,5913.00,72.81,-81.92,0,1.04,0.04,-0.04,0,1.04,0.07,-0.06,0,,,,,1.710,0.120,-0.110,0,0.016,0.001,-0.001,0,2016,,
1170,Kepler-1047 b,Kepler-1047,b,Transit,56.18868870,0.00027560,-0.00027560,0,,,,,,,,,,,,,0.186,0.023,-0.015,0,,,,,1,1,566.00,69.13,-45.45,0,13.351,,0,Kepler-band,,,,5754.00,83.64,-75.60,0,1.08,0.05,-0.04,0,1.13,0.14,-0.09,0,,,,,2.090,0.260,-0.170,0,0.019,0.002,-0.002,0,2016,,
1171,Kepler-1047 c,Kepler-1047,c,Transit,3.18897601,0.00002038,-0.00002038,0,,,,,,,,,,,,,0.088,0.012,-0.008,0,,,,,1,1,566.00,69.13,-45.45,0,13.351,,0,Kepler-band,,,,5754.00,83.64,-75.60,0,1.08,0.05,-0.04,0,1.13,0.14,-0.09,0,,,,,0.990,0.130,-0.090,0,0.009,0.001,-0.001,0,2016,,
1172,Kepler-1048 b,Kepler-1048,b,Transit,6.92101021,0.00002415,-0.00002415,0,,,,,,,,,,,,,0.144,0.008,-0.007,0,,,,,1,1,415.00,16.88,-20.68,0,14.832,,0,Kepler-band,,,,4651.00,59.42,-62.38,0,0.75,0.03,-0.04,0,0.70,0.03,-0.03,0,,,,,1.610,0.090,-0.080,0,0.015,0.001,-0.001,0,2016,,
1173,Kepler-1049 b,Kepler-1049,b,Transit,3.27346074,0.00000531,-0.00000531,0,,,,,,,,,,,,,0.085,0.009,-0.014,0,,,,,1,1,129.00,9.70,-8.94,0,14.220,,0,Kepler-band,,,,3864.00,42.03,-41.50,0,0.51,0.03,-0.03,0,0.49,0.03,-0.03,0,,,,,0.950,0.100,-0.160,0,0.009,0.001,-0.001,0,2016,,
1174,Kepler-105 b,Kepler-105,b,Transit,5.41220000,0.00002000,-0.00002000,0,0.470000,0.050000,-0.470000,0,85.940,1.870,-3.880,0,,,,,0.429,0.136,-0.136,0,,,,,1,1,,,,,12.791,,0,Kepler-band,,,,5827.00,94.00,-94.00,0,0.96,0.05,-0.05,0,0.89,0.04,-0.04,0,,,,,4.810,1.530,-1.530,0,0.044,0.014,-0.014,0,2013,,
1175,Kepler-105 c,Kepler-105,c,Transit,7.12620000,0.00020000,-0.00020000,0,,,,,,,,,0.01447,0.00289,-0.00267,0,0.117,0.006,-0.006,0,11.20000,3.00000,-2.56000,0,1,1,,,,,12.791,,0,Kepler-band,,,,5827.00,94.00,-94.00,0,0.96,0.05,-0.05,0,0.89,0.04,-0.04,0,0.01447,0.00289,-0.00267,0,1.310,0.070,-0.070,0,0.012,0.001,-0.001,0,2014,,
1176,Kepler-1050 b,Kepler-1050,b,Transit,15.37875460,0.00006915,-0.00006915,0,,,,,,,,,,,,,0.143,0.043,-0.016,0,,,,,1,1,555.00,138.97,-61.87,0,13.127,,0,Kepler-band,,,,6010.00,90.67,-99.65,0,1.09,0.08,-0.07,0,1.13,0.29,-0.12,0,,,,,1.600,0.480,-0.180,0,0.015,0.004,-0.002,0,2016,,
1177,Kepler-1050 c,Kepler-1050,c,Transit,21.12845690,0.00011200,-0.00011200,0,,,,,,,,,,,,,0.132,0.031,-0.014,0,,,,,1,1,555.00,138.97,-61.87,0,13.127,,0,Kepler-band,,,,6010.00,90.67,-99.65,0,1.09,0.08,-0.07,0,1.13,0.29,-0.12,0,,,,,1.480,0.350,-0.160,0,0.014,0.003,-0.001,0,2016,,
1178,Kepler-1051 b,Kepler-1051,b,Transit,25.96200249,0.00008634,-0.00008634,0,,,,,,,,,,,,,0.303,0.110,-0.060,0,,,,,1,1,1021.00,366.85,-202.40,0,13.200,,0,Kepler-band,,,,6675.00,270.59,-222.60,0,1.43,0.22,-0.16,0,1.73,0.62,-0.34,0,,,,,3.400,1.230,-0.670,0,0.031,0.011,-0.006,0,2016,,
1179,Kepler-1052 b,Kepler-1052,b,Transit,34.85382760,0.00012600,-0.00012600,0,,,,,,,,,,,,,0.261,0.048,-0.028,0,,,,,1,1,1051.00,196.37,-117.31,0,14.876,,0,Kepler-band,,,,5888.00,160.50,-173.26,0,1.03,0.08,-0.07,0,1.03,0.19,-0.11,0,,,,,2.930,0.540,-0.310,0,0.027,0.005,-0.003,0,2016,,
1180,Kepler-1053 b,Kepler-1053,b,Transit,2.41435165,0.00000254,-0.00000254,0,,,,,,,,,,,,,0.087,0.004,-0.004,0,,,,,1,1,171.00,8.71,-8.49,0,13.156,,0,Kepler-band,,,,4529.00,81.74,-98.25,0,0.74,0.03,-0.04,0,0.69,0.03,-0.03,0,,,,,0.980,0.050,-0.040,0,0.009,0.000,0.000,0,2016,,
1181,Kepler-1054 b,Kepler-1054,b,Transit,4.30655689,0.00001426,-0.00001426,0,,,,,,,,,,,,,0.235,0.103,-0.047,0,,,,,1,1,1050.00,453.08,-165.23,0,14.136,,0,Kepler-band,,,,6209.00,106.61,-147.02,0,1.22,0.18,-0.10,0,1.34,0.58,-0.20,0,,,,,2.630,1.150,-0.530,0,0.024,0.011,-0.005,0,2016,,
1182,Kepler-1055 b,Kepler-1055,b,Transit,2.29503623,0.00000347,-0.00000347,0,,,,,,,,,,,,,0.110,0.006,-0.005,0,,,,,1,1,422.00,21.34,-18.86,0,13.090,,0,Kepler-band,,,,5723.00,76.28,-61.68,0,0.98,0.03,-0.04,0,0.94,0.04,-0.04,0,,,,,1.230,0.070,-0.060,0,0.011,0.001,-0.001,0,2016,,
1183,Kepler-1056 b,Kepler-1056,b,Transit,27.49560600,0.00014570,-0.00014570,0,,,,,,,,,,,,,0.269,0.119,-0.054,0,,,,,1,1,971.00,414.07,-179.40,0,14.550,,0,Kepler-band,,,,6127.00,199.75,-285.27,0,1.12,0.20,-0.12,0,1.20,0.51,-0.21,0,,,,,3.010,1.330,-0.600,0,0.028,0.012,-0.005,0,2016,,
1184,Kepler-1057 b,Kepler-1057,b,Transit,14.08827448,0.00004045,-0.00004045,0,,,,,,,,,,,,,0.300,0.098,-0.046,0,,,,,1,1,1462.00,514.61,-242.38,0,15.624,,0,Kepler-band,,,,5987.00,293.78,-296.99,0,1.07,0.15,-0.11,0,1.10,0.36,-0.17,0,,,,,3.360,1.100,-0.520,0,0.031,0.010,-0.005,0,2016,,
1185,Kepler-1058 b,Kepler-1058,b,Transit,110.96546000,0.00114600,-0.00114600,0,,,,,,,,,,,,,0.243,0.010,-0.029,0,,,,,1,1,525.00,27.28,-34.51,0,15.498,,0,Kepler-band,,,,4644.00,89.85,-112.73,0,0.73,0.04,-0.05,0,0.69,0.03,-0.04,0,,,,,2.720,0.110,-0.320,0,0.025,0.001,-0.003,0,2016,,
1186,Kepler-1059 b,Kepler-1059,b,Transit,3.76419105,0.00000954,-0.00000954,0,,,,,,,,,,,,,0.154,0.011,-0.013,0,,,,,1,1,673.00,39.99,-58.05,0,15.484,,0,Kepler-band,,,,4906.00,81.53,-62.34,0,0.75,0.04,-0.06,0,0.72,0.04,-0.06,0,,,,,1.730,0.120,-0.150,0,0.016,0.001,-0.001,0,2016,,
1187,Kepler-106 b,Kepler-106,b,Transit,6.16486000,,,0,,,,,,,,,,,,,0.073,0.010,-0.010,0,,,,,1,1,,,,,12.882,,0,Kepler-band,,,,5858.00,114.00,-114.00,0,1.00,0.06,-0.06,0,1.04,0.17,-0.17,0,,,,,0.820,0.110,-0.110,0,0.007,0.001,-0.001,0,2014,,
1188,Kepler-106 c,Kepler-106,c,Transit,13.57080000,,,0,,,,,,,,,0.03300,0.01000,-0.01000,0,0.223,0.029,-0.029,0,3.28000,1.56000,-1.56000,0,1,1,,,,,12.882,,0,Kepler-band,,,,5858.00,114.00,-114.00,0,1.00,0.06,-0.06,0,1.04,0.17,-0.17,0,0.03300,0.01000,-0.01000,0,2.500,0.320,-0.320,0,0.023,0.003,-0.003,0,2014,,
1189,Kepler-106 d,Kepler-106,d,Transit,23.98020000,,,0,,,,,,,,,,,,,0.085,0.012,-0.012,0,,,,,1,1,,,,,12.882,,0,Kepler-band,,,,5858.00,114.00,-114.00,0,1.00,0.06,-0.06,0,1.04,0.17,-0.17,0,,,,,0.950,0.130,-0.130,0,0.009,0.001,-0.001,0,2014,,
1190,Kepler-106 e,Kepler-106,e,Transit,43.84450000,,,0,,,,,,,,,0.03500,0.01800,-0.01800,0,0.228,0.029,-0.029,0,3.10000,2.07000,-2.07000,0,1,1,,,,,12.882,,0,Kepler-band,,,,5858.00,114.00,-114.00,0,1.00,0.06,-0.06,0,1.04,0.17,-0.17,0,0.03500,0.01800,-0.01800,0,2.560,0.330,-0.330,0,0.024,0.003,-0.003,0,2014,,
1191,Kepler-1060 b,Kepler-1060,b,Transit,46.87793670,0.00030500,-0.00030500,0,,,,,,,,,,,,,0.212,0.040,-0.026,0,,,,,1,1,861.00,165.87,-101.78,0,14.632,,0,Kepler-band,,,,5797.00,180.98,-198.61,0,0.99,0.08,-0.07,0,0.99,0.19,-0.11,0,,,,,2.380,0.450,-0.290,0,0.022,0.004,-0.003,0,2016,,
1192,Kepler-1061 b,Kepler-1061,b,Transit,2.75798267,0.00000388,-0.00000388,0,,,,,,,,,,,,,0.177,0.010,-0.033,0,,,,,1,1,585.00,33.45,-28.54,0,13.263,,0,Kepler-band,,,,6067.00,71.81,-59.04,0,1.09,0.04,-0.04,0,1.07,0.06,-0.05,0,,,,,1.980,0.110,-0.370,0,0.018,0.001,-0.003,0,2016,,
1193,Kepler-1062 b,Kepler-1062,b,Transit,9.30412078,0.00002394,-0.00002394,0,,,,,,,,,,,,,0.157,0.008,-0.009,0,,,,,1,1,388.00,15.95,-16.69,0,14.796,,0,Kepler-band,,,,4597.00,61.91,-73.20,0,0.75,0.03,-0.04,0,0.70,0.02,-0.03,0,,,,,1.760,0.090,-0.100,0,0.016,0.001,-0.001,0,2016,,
1194,Kepler-1063 b,Kepler-1063,b,Transit,14.07971466,0.00002871,-0.00002871,0,,,,,,,,,,,,,0.133,0.036,-0.017,0,,,,,1,1,365.00,95.13,-48.81,0,12.261,,0,Kepler-band,,,,5945.00,188.84,-155.38,0,1.09,0.11,-0.07,0,1.14,0.30,-0.14,0,,,,,1.490,0.400,-0.190,0,0.014,0.004,-0.002,0,2016,,
1195,Kepler-1064 b,Kepler-1064,b,Transit,16.54080322,0.00004111,-0.00004111,0,,,,,,,,,,,,,0.138,0.006,-0.004,0,,,,,1,1,374.00,11.51,-11.47,0,13.755,,0,Kepler-band,,,,5153.00,80.62,-59.98,0,0.85,0.03,-0.03,0,0.79,0.02,-0.02,0,,,,,1.550,0.070,-0.050,0,0.014,0.001,0.000,0,2016,,
1196,Kepler-1065 b,Kepler-1065,b,Transit,3.60930891,0.00000510,-0.00000510,0,,,,,,,,,,,,,0.333,0.057,-0.032,0,,,,,1,1,1078.00,190.09,-110.73,0,15.540,,0,Kepler-band,,,,5635.00,166.04,-202.38,0,0.94,0.07,-0.06,0,0.93,0.16,-0.09,0,,,,,3.730,0.640,-0.360,0,0.034,0.006,-0.003,0,2016,,
1197,Kepler-1065 c,Kepler-1065,c,Transit,2.37030743,0.00001691,-0.00001691,0,,,,,,,,,,,,,0.143,0.021,-0.015,0,,,,,1,1,1078.00,190.09,-110.73,0,15.540,,0,Kepler-band,,,,5635.00,166.04,-202.38,0,0.94,0.07,-0.06,0,0.93,0.16,-0.09,0,,,,,1.600,0.240,-0.170,0,0.015,0.002,-0.002,0,2016,,
1198,Kepler-1066 b,Kepler-1066,b,Transit,1.93155984,0.00000157,-0.00000157,0,,,,,,,,,,,,,0.211,0.045,-0.029,0,,,,,1,1,399.00,88.89,-48.38,0,13.007,,0,Kepler-band,,,,5762.00,287.38,-209.47,0,0.98,0.11,-0.07,0,0.98,0.20,-0.11,0,,,,,2.360,0.500,-0.330,0,0.022,0.005,-0.003,0,2016,,
1199,Kepler-1067 b,Kepler-1067,b,Transit,0.76212926,0.00000273,-0.00000273,0,,,,,,,,,,,,,0.071,0.011,-0.005,0,,,,,1,1,689.00,114.29,-50.50,0,14.305,,0,Kepler-band,,,,5592.00,63.05,-65.87,0,0.95,0.04,-0.04,0,0.93,0.16,-0.06,0,,,,,0.800,0.120,-0.060,0,0.007,0.001,-0.001,0,2016,,
1200,Kepler-1068 b,Kepler-1068,b,Transit,16.92344113,0.00005446,-0.00005446,0,,,,,,,,,,,,,0.324,0.079,-0.033,0,,,,,1,1,1532.00,378.14,-166.32,0,15.818,,0,Kepler-band,,,,5806.00,123.65,-169.98,0,1.01,0.07,-0.07,0,1.01,0.25,-0.10,0,,,,,3.630,0.890,-0.370,0,0.033,0.008,-0.003,0,2016,,
1201,Kepler-1069 b,Kepler-1069,b,Transit,23.89902960,0.00014970,-0.00014970,0,,,,,,,,,,,,,0.143,0.028,-0.012,0,,,,,1,1,435.00,76.60,-38.70,0,13.153,,0,Kepler-band,,,,5722.00,88.79,-104.94,0,0.99,0.05,-0.05,0,0.98,0.17,-0.08,0,,,,,1.600,0.310,-0.140,0,0.015,0.003,-0.001,0,2016,,
1202,Kepler-107 b,Kepler-107,b,Transit,3.17999700,0.00001100,-0.00001100,0,,,,,,,,,,,,,0.139,0.005,-0.005,0,,,,,1,1,,,,,12.487,,0,Kepler-band,,,,5851.00,75.00,-75.00,0,,,,,1.41,0.05,-0.05,0,,,,,1.560,0.060,-0.060,0,0.014,0.001,-0.001,0,2014,,
1203,Kepler-107 c,Kepler-107,c,Transit,4.90142500,0.00001600,-0.00001600,0,,,,,,,,,,,,,0.161,0.016,-0.016,0,,,,,1,1,,,,,12.487,,0,Kepler-band,,,,5851.00,75.00,-75.00,0,,,,,1.41,0.05,-0.05,0,,,,,1.810,0.180,-0.180,0,0.017,0.002,-0.002,0,2014,,
1204,Kepler-107 d,Kepler-107,d,Transit,7.95820300,0.00010400,-0.00010400,0,,,,,,,,,,,,,0.095,0.005,-0.005,0,,,,,1,1,,,,,12.487,,0,Kepler-band,,,,5851.00,75.00,-75.00,0,,,,,1.41,0.05,-0.05,0,,,,,1.070,0.060,-0.060,0,0.010,0.001,-0.001,0,2014,,
1205,Kepler-107 e,Kepler-107,e,Transit,14.74904900,0.00003400,-0.00003400,0,,,,,,,,,,,,,0.308,0.022,-0.022,0,,,,,1,1,,,,,12.487,,0,Kepler-band,,,,5851.00,75.00,-75.00,0,,,,,1.41,0.05,-0.05,0,,,,,3.450,0.250,-0.250,0,0.032,0.002,-0.002,0,2014,,
1206,Kepler-1070 b,Kepler-1070,b,Transit,6.22161470,0.00001944,-0.00001944,0,,,,,,,,,,,,,0.154,0.072,-0.022,0,,,,,1,1,1040.00,474.23,-158.43,0,13.977,,0,Kepler-band,,,,6261.00,114.14,-114.36,0,1.21,0.20,-0.10,0,1.32,0.61,-0.19,0,,,,,1.730,0.810,-0.250,0,0.016,0.007,-0.002,0,2016,,
1207,Kepler-1071 b,Kepler-1071,b,Transit,6.17998440,0.00001367,-0.00001367,0,,,,,,,,,,,,,0.212,0.006,-0.012,0,,,,,1,1,964.00,33.86,-37.00,0,15.801,,0,Kepler-band,,,,5215.00,78.36,-83.32,0,0.86,0.03,-0.04,0,0.81,0.03,-0.03,0,,,,,2.380,0.070,-0.140,0,0.022,0.001,-0.001,0,2016,,
1208,Kepler-1072 b,Kepler-1072,b,Transit,1.56906650,0.00000290,-0.00000290,0,,,,,,,,,,,,,0.141,0.064,-0.021,0,,,,,1,1,976.00,433.82,-149.65,0,13.930,,0,Kepler-band,,,,6199.00,102.85,-123.19,0,1.20,0.19,-0.09,0,1.32,0.60,-0.20,0,,,,,1.580,0.720,-0.240,0,0.014,0.007,-0.002,0,2016,,
1209,Kepler-1073 b,Kepler-1073,b,Transit,8.67888593,0.00002409,-0.00002409,0,,,,,,,,,,,,,0.205,0.044,-0.022,0,,,,,1,1,837.00,184.95,-97.84,0,14.523,,0,Kepler-band,,,,5792.00,252.91,-186.16,0,1.00,0.10,-0.07,0,1.00,0.21,-0.11,0,,,,,2.300,0.490,-0.250,0,0.021,0.004,-0.002,0,2016,,
1210,Kepler-1073 c,Kepler-1073,c,Transit,4.02582254,0.00001484,-0.00001484,0,,,,,,,,,,,,,0.146,0.030,-0.016,0,,,,,1,1,837.00,184.95,-97.84,0,14.523,,0,Kepler-band,,,,5792.00,252.91,-186.16,0,1.00,0.10,-0.07,0,1.00,0.21,-0.11,0,,,,,1.640,0.340,-0.180,0,0.015,0.003,-0.002,0,2016,,
1211,Kepler-1074 b,Kepler-1074,b,Transit,5.94566534,0.00001443,-0.00001443,0,,,,,,,,,,,,,0.112,0.021,-0.008,0,,,,,1,1,245.00,10.93,-10.74,0,15.026,,0,Kepler-band,,,,4002.00,33.45,-33.56,0,0.60,0.02,-0.03,0,0.57,0.02,-0.02,0,,,,,1.250,0.240,-0.090,0,0.011,0.002,-0.001,0,2016,,
