# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Thu Jun 13 15:30:11 2019
#
# User preference: *
#
# CONSTRAINT:  where (koi_disposition like 'CAN%')
# CONSTRAINT:  order by koi_disposition asc
#
# COLUMN kepid:          KepID
# COLUMN kepoi_name:     KOI Name
# COLUMN kepler_name:    Kepler Name
# COLUMN koi_disposition: Exoplanet Archive Disposition
# COLUMN koi_pdisposition: Disposition Using Kepler Data
# COLUMN koi_score:      Disposition Score
# COLUMN koi_period:     Orbital Period [days]
# COLUMN koi_period_err1: Orbital Period Upper Unc. [days]
# COLUMN koi_period_err2: Orbital Period Lower Unc. [days]
# COLUMN koi_time0bk:    Transit Epoch [BKJD]
# COLUMN koi_time0bk_err1: Transit Epoch Upper Unc. [BKJD]
# COLUMN koi_time0bk_err2: Transit Epoch Lower Unc. [BKJD]
# COLUMN koi_impact:     Impact Parameter
# COLUMN koi_impact_err1: Impact Parameter Upper Unc.
# COLUMN koi_impact_err2: Impact Parameter Lower Unc.
# COLUMN koi_duration:   Transit Duration [hrs]
# COLUMN koi_duration_err1: Transit Duration Upper Unc. [hrs]
# COLUMN koi_duration_err2: Transit Duration Lower Unc. [hrs]
# COLUMN koi_depth:      Transit Depth [ppm]
# COLUMN koi_depth_err1: Transit Depth Upper Unc. [ppm]
# COLUMN koi_depth_err2: Transit Depth Lower Unc. [ppm]
# COLUMN koi_prad:       Planetary Radius [Earth radii]
# COLUMN koi_prad_err1:  Planetary Radius Upper Unc. [Earth radii]
# COLUMN koi_prad_err2:  Planetary Radius Lower Unc. [Earth radii]
# COLUMN koi_teq:        Equilibrium Temperature [K]
# COLUMN koi_teq_err1:   Equilibrium Temperature Upper Unc. [K]
# COLUMN koi_teq_err2:   Equilibrium Temperature Lower Unc. [K]
# COLUMN koi_insol:      Insolation Flux [Earth flux]
# COLUMN koi_insol_err1: Insolation Flux Upper Unc. [Earth flux]
# COLUMN koi_insol_err2: Insolation Flux Lower Unc. [Earth flux]
# COLUMN koi_model_snr:  Transit Signal-to-Noise
# COLUMN koi_tce_plnt_num: TCE Planet Number
# COLUMN koi_tce_delivname: TCE Delivery
# COLUMN koi_steff:      Stellar Effective Temperature [K]
# COLUMN koi_steff_err1: Stellar Effective Temperature Upper Unc. [K]
# COLUMN koi_steff_err2: Stellar Effective Temperature Lower Unc. [K]
# COLUMN koi_slogg:      Stellar Surface Gravity [log10(cm/s**2)]
# COLUMN koi_slogg_err1: Stellar Surface Gravity Upper Unc. [log10(cm/s**2)]
# COLUMN koi_slogg_err2: Stellar Surface Gravity Lower Unc. [log10(cm/s**2)]
# COLUMN koi_srad:       Stellar Radius [Solar radii]
# COLUMN koi_srad_err1:  Stellar Radius Upper Unc. [Solar radii]
# COLUMN koi_srad_err2:  Stellar Radius Lower Unc. [Solar radii]
# COLUMN ra:             RA [decimal degrees]
# COLUMN dec:            Dec [decimal degrees]
# COLUMN koi_kepmag:     Kepler-band [mag]
#
kepid,kepoi_name,kepler_name,koi_disposition,koi_pdisposition,koi_score,koi_period,koi_period_err1,koi_period_err2,koi_time0bk,koi_time0bk_err1,koi_time0bk_err2,koi_impact,koi_impact_err1,koi_impact_err2,koi_duration,koi_duration_err1,koi_duration_err2,koi_depth,koi_depth_err1,koi_depth_err2,koi_prad,koi_prad_err1,koi_prad_err2,koi_teq,koi_teq_err1,koi_teq_err2,koi_insol,koi_insol_err1,koi_insol_err2,koi_model_snr,koi_tce_plnt_num,koi_tce_delivname,koi_steff,koi_steff_err1,koi_steff_err2,koi_slogg,koi_slogg_err1,koi_slogg_err2,koi_srad,koi_srad_err1,koi_srad_err2,ra,dec,koi_kepmag
6934986,K02294.01,,CANDIDATE,CANDIDATE,0.9700,131.485184000,1.4330000e-03,-1.4330000e-03,177.4874900,5.750000e-03,-5.750000e-03,0.5780,0.0500,-0.4540,5.29400,0.24500,-0.24500,5.5780e+02,3.370e+01,-3.370e+01,3.03,5.200e-01,-5.100e-01,400.0,,,6.08,2.83,-2.21,19.40,1,q1_q17_dr25_tce,5765.00,105.00,-116.00,4.236,0.162,-0.108,1.2420,0.2090,-0.2090,287.153200,42.421612,14.895
4049901,K02295.01,,CANDIDATE,CANDIDATE,0.9610,16.290852700,1.4070000e-04,-1.4070000e-04,132.1177400,5.930000e-03,-5.930000e-03,0.1050,0.3530,-0.1050,3.17600,0.18800,-0.18800,4.4100e+01,3.600e+00,-3.600e+00,0.52,5.000e-02,-3.000e-02,622.0,,,35.48,10.27,-6.33,14.50,1,q1_q17_dr25_tce,5425.00,108.00,-108.00,4.549,0.039,-0.072,0.7970,0.0730,-0.0450,289.545140,39.164429,11.671
10798331,K02373.01,,CANDIDATE,CANDIDATE,0.9900,147.281212000,1.2120000e-03,-1.2120000e-03,148.8012400,6.680000e-03,-6.680000e-03,0.4740,0.0010,-0.4550,7.37500,0.21700,-0.21700,4.5280e+02,3.000e+01,-3.000e+01,2.28,3.500e-01,-2.900e-01,353.0,,,3.69,1.62,-1.08,17.30,1,q1_q17_dr25_tce,5708.00,114.00,-103.00,4.365,0.115,-0.103,1.0540,0.1610,-0.1350,292.314670,48.140461,14.685
5357545,K02219.01,,CANDIDATE,CANDIDATE,0.9950,3.757294695,6.7290000e-06,-6.7290000e-06,133.9596500,1.480000e-03,-1.480000e-03,0.5860,0.3620,-0.3720,0.92690,0.06570,-0.06570,2.7330e+02,1.670e+01,-1.670e+01,1.23,1.000e-01,-3.000e-02,877.0,,,139.89,32.45,-16.28,23.40,1,q1_q17_dr25_tce,4901.00,78.00,-78.00,4.618,0.012,-0.054,0.7160,0.0540,-0.0210,290.265350,40.548649,14.099
5342473,K02297.01,,CANDIDATE,CANDIDATE,1.0000,4.644951720,2.5680000e-05,-2.5680000e-05,136.0209500,5.210000e-03,-5.210000e-03,0.3010,0.1470,-0.3010,3.36600,0.12300,-0.12300,1.4740e+02,8.600e+00,-8.600e+00,1.38,4.100e-01,-2.200e-01,1209.0,,,504.23,453.09,-189.86,19.80,1,q1_q17_dr25_tce,6047.00,180.00,-180.00,4.343,0.128,-0.192,1.1290,0.3380,-0.1820,284.328520,40.568909,14.338
9334893,K02298.01,,CANDIDATE,CANDIDATE,0.9000,16.667141500,1.2530000e-04,-1.2530000e-04,141.7655100,6.340000e-03,-6.340000e-03,0.4440,0.0420,-0.4220,3.52600,0.19700,-0.19700,1.7500e+02,1.100e+01,-1.100e+01,0.70,4.000e-02,-4.000e-02,469.0,,,11.47,2.87,-2.52,17.90,1,q1_q17_dr25_tce,4729.00,143.00,-143.00,4.726,0.045,-0.024,0.5250,0.0280,-0.0320,288.456050,45.802120,13.831
9963265,K02299.01,,CANDIDATE,CANDIDATE,1.0000,16.486867120,3.6100000e-05,-3.6100000e-05,139.2033800,1.690000e-03,-1.690000e-03,1.1980,70.4900,-0.4790,1.43100,0.11000,-0.11000,9.8790e+02,5.800e+01,-5.800e+01,27.45,7.490e+00,-3.200e+00,760.0,,,78.99,63.75,-26.23,22.10,1,q1_q17_dr25_tce,6090.00,169.00,-232.00,4.447,0.060,-0.192,1.0710,0.2920,-0.1250,296.560060,46.857479,15.315
9289704,K02222.01,,CANDIDATE,CANDIDATE,0.9870,34.135676000,2.1540000e-03,-2.1540000e-03,157.7959000,4.460000e-02,-4.460000e-02,0.0870,0.3660,-0.0870,9.12000,1.90000,-1.90000,6.2200e+02,1.030e+02,-1.030e+02,13.98,4.730e+00,-8.800e+00,1526.0,,,1281.86,1281.02,-1133.26,8.60,1,q1_q17_dr25_tce,7818.00,216.00,-325.00,3.365,0.704,-0.176,5.5550,1.8830,-3.4960,295.247340,45.757401,12.963
10874215,K02305.01,,CANDIDATE,CANDIDATE,0.9950,31.032599100,2.0420000e-04,-2.0420000e-04,152.2715700,5.610000e-03,-5.610000e-03,0.6110,0.0260,-0.4880,3.47600,0.19300,-0.19300,7.3740e+02,4.960e+01,-4.960e+01,2.64,7.200e-01,-2.500e-01,561.0,,,23.41,19.68,-6.91,17.60,1,q1_q17_dr25_tce,5841.00,182.00,-223.00,4.520,0.046,-0.184,0.9310,0.2570,-0.0860,296.712740,48.272308,15.728
3937519,K00221.02,,CANDIDATE,CANDIDATE,1.0000,5.896619660,4.5910000e-05,-4.5910000e-05,134.0304600,7.010000e-03,-7.010000e-03,0.0390,0.4190,-0.0390,3.15400,0.18900,-0.18900,1.4400e+02,1.040e+01,-1.040e+01,1.28,2.600e-01,-2.200e-01,1000.0,,,237.10,128.71,-82.04,15.30,2,q1_q17_dr25_tce,5392.00,80.00,-72.00,4.314,0.165,-0.150,1.0870,0.2240,-0.1840,285.930690,39.098141,14.622
9517393,K02076.01,,CANDIDATE,CANDIDATE,0.9920,56.776983100,3.3330000e-04,-3.3330000e-04,181.0978900,4.130000e-03,-4.130000e-03,0.7030,0.0420,-0.5050,6.86400,0.15200,-0.15200,8.8430e+02,2.840e+01,-2.840e+01,3.21,8.000e-01,-3.400e-01,491.0,,,13.74,10.38,-4.03,33.60,2,q1_q17_dr25_tce,6063.00,181.00,-181.00,4.476,0.055,-0.165,1.0120,0.2520,-0.1080,287.477630,46.141178,15.273
3229150,K02150.01,,CANDIDATE,CANDIDATE,0.9990,18.508452600,1.3110000e-04,-1.3110000e-04,131.5455500,5.700000e-03,-5.700000e-03,1.2580,71.8000,-2.2170,6.59600,0.24900,-0.24900,7.5890e+02,2.870e+01,-2.870e+01,29.33,8.820e+00,-2.940e+00,683.0,,,51.32,46.25,-14.91,30.10,1,q1_q17_dr25_tce,5942.00,176.00,-193.00,4.506,0.039,-0.208,0.9380,0.2820,-0.0940,289.842860,38.309601,15.253
8892157,K02224.02,,CANDIDATE,CANDIDATE,,86.130534000,8.0760000e-03,-8.0760000e-03,200.9117000,2.240000e-02,-2.240000e-02,0.0720,0.4858,-0.0717,3.32100,0.66100,-0.66100,2.8520e+02,7.400e+01,-7.400e+01,1.47,6.400e-01,-1.100e-01,391.0,,,5.55,7.16,-1.34,3.70,,,5830.00,155.00,-166.00,4.540,0.029,-0.309,0.8760,0.3820,-0.0680,294.189270,45.151581,14.966
11520459,K02226.01,,CANDIDATE,CANDIDATE,1.0000,8.463543840,2.1980000e-05,-2.1980000e-05,134.3534100,2.400000e-03,-2.400000e-03,0.3870,0.0760,-0.3860,1.40780,0.06390,-0.06390,7.9220e+02,3.720e+01,-3.720e+01,2.51,5.700e-01,-2.900e-01,805.0,,,99.37,72.47,-30.74,26.10,1,q1_q17_dr25_tce,5427.00,187.00,-168.00,4.495,0.066,-0.154,0.8870,0.2030,-0.1020,297.525420,49.401451,15.338
11718144,K02310.01,,CANDIDATE,CANDIDATE,1.0000,16.458186100,5.9770000e-05,-5.9770000e-05,134.0196900,3.010000e-03,-3.010000e-03,0.1080,0.3490,-0.1080,1.96370,0.08720,-0.08720,4.3580e+02,2.340e+01,-2.340e+01,1.82,2.300e-01,-9.000e-02,644.0,,,40.61,13.74,-5.93,22.40,1,q1_q17_dr25_tce,5475.00,73.00,-82.00,4.521,0.028,-0.105,0.8840,0.1120,-0.0420,294.525450,49.872471,14.640
4247991,K02311.01,,CANDIDATE,CANDIDATE,,191.864192960,,,294.4703600,,,,,,4.90000,,,,,,,,,,,,,,,,,,,,,,,,,,,287.241180,39.332760,12.570
4247991,K02311.02,,CANDIDATE,CANDIDATE,,13.725496890,,,145.0335200,,,,,,7.62000,,,,,,,,,,,,,,,,,,,,,,,,,,,287.241180,39.332760,12.570
10026544,K02312.01,,CANDIDATE,CANDIDATE,,176.331289000,7.9950000e-03,-7.9950000e-03,170.8589000,4.150000e-02,-4.150000e-02,0.2455,0.2440,-0.2455,13.89000,1.70000,-1.70000,1.0980e+02,1.350e+01,-1.350e+01,2.38,4.300e-01,-6.500e-01,505.0,,,15.40,7.99,-7.92,8.40,,,6146.00,128.00,-127.00,3.800,0.209,-0.106,2.2510,0.4110,-0.6150,297.283170,46.904530,12.982
2853780,K02081.01,,CANDIDATE,CANDIDATE,0.8810,6.214149600,3.0470000e-05,-3.0470000e-05,132.2518200,4.120000e-03,-4.120000e-03,0.4030,0.0230,-0.4030,10.14100,0.10900,-0.10900,1.8340e+02,3.900e+00,-3.900e+00,4.27,1.260e+00,-2.950e+00,1506.0,,,1216.48,1125.91,-1115.23,53.40,1,q1_q17_dr25_tce,5295.00,184.00,-184.00,3.617,0.840,-0.210,3.1520,0.9330,-2.1760,291.729160,38.070019,13.439
9472000,K02082.01,,CANDIDATE,CANDIDATE,0.9970,31.588897900,1.2110000e-04,-1.2110000e-04,155.6153800,3.060000e-03,-3.060000e-03,0.1940,0.2510,-0.1940,3.43800,0.09860,-0.09860,3.6060e+02,1.560e+01,-1.560e+01,2.59,4.000e-01,-4.900e-01,682.0,,,51.02,21.79,-19.93,27.30,1,q1_q17_dr25_tce,5866.00,105.00,-117.00,4.175,0.182,-0.098,1.3670,0.2090,-0.2560,294.566930,46.075802,14.143
12505076,K02154.01,,CANDIDATE,CANDIDATE,1.0000,11.929793480,6.6590000e-05,-6.6590000e-05,136.6691900,4.640000e-03,-4.640000e-03,0.0030,0.4120,-0.0030,6.15200,0.12200,-0.12200,7.0930e+02,2.810e+01,-2.810e+01,2.43,6.800e-01,-2.400e-01,770.0,,,83.04,67.79,-24.19,27.80,1,q1_q17_dr25_tce,5831.00,157.00,-192.00,4.517,0.048,-0.204,0.9210,0.2560,-0.0920,288.308690,51.478291,15.844
6185476,K00227.01,,CANDIDATE,CANDIDATE,,17.657378380,1.5280000e-05,-1.5280000e-05,136.5855090,7.020000e-04,-7.020000e-04,0.8277,0.0186,-0.3729,3.50900,0.10100,-0.10100,2.1557e+03,2.310e+01,-2.310e+01,2.45,2.700e-01,-2.600e-01,350.0,,,3.55,1.03,-0.89,117.20,1,q1_q17_dr24_tce,3745.00,51.00,-59.00,4.784,0.070,-0.070,0.4700,0.0500,-0.0500,284.352020,41.519199,14.267
4473226,K02229.01,,CANDIDATE,CANDIDATE,1.0000,14.833409440,8.0430000e-05,-8.0430000e-05,135.4421300,4.900000e-03,-4.900000e-03,0.3990,0.0860,-0.3990,3.92700,0.17900,-0.17900,7.8300e+02,4.760e+01,-4.760e+01,2.54,3.100e-01,-1.800e-01,694.0,,,54.74,17.87,-10.23,19.10,1,q1_q17_dr25_tce,5570.00,74.00,-83.00,4.471,0.064,-0.096,0.9040,0.1100,-0.0640,293.983580,39.572880,15.707
2854181,K02232.01,,CANDIDATE,CANDIDATE,1.0000,101.132347500,5.8760000e-04,-5.8760000e-04,210.1831600,4.430000e-03,-4.430000e-03,0.0570,0.3960,-0.0570,4.36600,0.13600,-0.13600,1.5029e+03,6.190e+01,-6.190e+01,3.87,5.000e-01,-4.100e-01,380.0,,,4.91,1.73,-1.19,25.70,1,q1_q17_dr25_tce,5492.00,82.00,-74.00,4.389,0.105,-0.095,1.0160,0.1310,-0.1080,291.813020,38.088181,15.331
6062929,K02315.01,,CANDIDATE,CANDIDATE,0.9940,22.133422400,1.0920000e-04,-1.0920000e-04,152.1840500,4.150000e-03,-4.150000e-03,0.0250,0.4220,-0.0250,2.04900,0.12600,-0.12600,6.5460e+02,4.800e+01,-4.800e+01,1.76,2.400e-01,-1.300e-01,507.0,,,15.65,7.08,-3.61,16.30,1,q1_q17_dr25_tce,5165.00,153.00,-138.00,4.633,0.033,-0.082,0.7020,0.0960,-0.0520,297.285490,41.305592,15.571
7097965,K02083.01,,CANDIDATE,CANDIDATE,1.0000,7.720850470,2.0800000e-05,-2.0800000e-05,136.5630000,2.110000e-03,-2.110000e-03,0.9630,0.0290,-0.7170,1.82640,0.06960,-0.06960,2.6700e+02,1.270e+01,-1.270e+01,2.53,4.000e-01,-4.000e-01,1021.0,,,257.14,112.96,-90.31,25.00,1,q1_q17_dr25_tce,5887.00,105.00,-129.00,4.290,0.138,-0.113,1.1770,0.1860,-0.1860,284.490330,42.648289,13.516
3967326,K02084.01,,CANDIDATE,CANDIDATE,1.0000,4.195773850,1.5680000e-05,-1.5680000e-05,135.1760500,3.240000e-03,-3.240000e-03,0.5210,0.0170,-0.4680,2.15570,0.09180,-0.09180,8.7420e+02,4.500e+01,-4.500e+01,3.02,9.800e-01,-5.300e-01,1047.0,,,283.78,289.09,-116.74,23.30,1,q1_q17_dr25_tce,5229.00,183.00,-183.00,4.378,0.160,-0.240,1.0050,0.3280,-0.1770,294.840030,39.085991,15.168
5211199,K02158.01,,CANDIDATE,CANDIDATE,0.9440,4.562040700,1.6240000e-05,-1.6240000e-05,132.6429500,3.080000e-03,-3.080000e-03,0.9250,0.0020,-0.6480,2.85210,0.07900,-0.07900,8.1600e+01,4.000e+00,-4.000e+00,2.82,5.300e-01,-9.800e-01,1533.0,,,1306.97,653.71,-780.17,22.80,1,q1_q17_dr25_tce,5343.00,85.00,-74.00,3.764,0.238,-0.102,2.5060,0.4680,-0.8700,297.651430,40.352551,13.052
8804455,K02159.01,,CANDIDATE,CANDIDATE,0.8980,7.596699800,3.3220000e-05,-3.3220000e-05,131.9529600,3.760000e-03,-3.760000e-03,0.7250,0.2200,-0.5100,3.66700,0.10200,-0.10200,1.2750e+02,5.700e+00,-5.700e+00,1.32,2.000e-01,-1.700e-01,964.0,,,204.34,85.61,-63.20,24.50,2,q1_q17_dr25_tce,5716.00,103.00,-114.00,4.343,0.115,-0.115,1.0910,0.1630,-0.1470,285.138310,45.004539,13.482
5546761,K02160.02,,CANDIDATE,CANDIDATE,,15.408773830,,,139.4831786,,,,,,3.49000,,,,,,,,,,,,,,,,,,,,,,,,,,,295.481230,40.731979,14.874
5005121,K02237.01,,CANDIDATE,CANDIDATE,0.9940,76.421501000,1.3230000e-03,-1.3230000e-03,164.4879000,1.320000e-02,-1.320000e-02,0.0150,0.5090,-0.0150,7.21800,0.39600,-0.39600,5.7840e+02,2.890e+01,-2.890e+01,2.81,4.200e-01,-5.100e-01,455.0,,,10.11,4.05,-3.69,23.90,1,q1_q17_dr25_tce,5561.00,83.00,-75.00,4.263,0.168,-0.112,1.1900,0.1770,-0.2160,289.979340,40.142830,15.165
9003401,K02319.01,,CANDIDATE,CANDIDATE,0.9980,21.103301400,7.2890000e-05,-7.2890000e-05,144.6603500,2.830000e-03,-2.830000e-03,0.1250,0.3390,-0.1250,2.05900,0.09190,-0.09190,1.9250e+02,1.090e+01,-1.090e+01,1.56,2.700e-01,-1.400e-01,718.0,,,62.99,30.11,-15.64,21.30,1,q1_q17_dr25_tce,6000.00,108.00,-133.00,4.363,0.080,-0.120,1.1260,0.1950,-0.1050,283.754820,45.335178,13.355
5978559,K02321.01,,CANDIDATE,CANDIDATE,0.9900,95.611461700,8.6300000e-04,-8.6300000e-04,138.3566400,6.440000e-03,-6.440000e-03,0.0460,0.4070,-0.0460,7.48900,0.24400,-0.24400,4.8740e+02,2.400e+01,-2.400e+01,2.37,3.800e-01,-1.300e-01,421.0,,,7.45,3.03,-1.20,21.60,1,q1_q17_dr25_tce,6002.00,71.00,-89.00,4.424,0.032,-0.120,1.0810,0.1710,-0.0610,296.707240,41.203651,14.710
8872048,K02323.01,,CANDIDATE,CANDIDATE,,58.355125520,,,179.3979500,,,,,,8.45000,,,,,,,,,,,,,,,,,,,,,,,,,,,286.072020,45.136711,15.484
7746958,K02324.01,,CANDIDATE,CANDIDATE,1.0000,1.204686597,4.4450000e-06,-4.4450000e-06,131.9055600,3.230000e-03,-3.230000e-03,0.3280,0.1360,-0.3280,0.82300,0.16800,-0.16800,2.3320e+02,3.290e+01,-3.290e+01,1.55,0.000e+00,0.000e+00,1711.0,,,2026.81,0.00,0.00,10.80,1,q1_q17_dr25_tce,5780.00,,,4.438,,,1.0000,,,289.677860,43.458134,11.671
5705819,K02091.01,,CANDIDATE,CANDIDATE,1.0000,8.779973490,3.1900000e-05,-3.1900000e-05,138.4838300,3.150000e-03,-3.150000e-03,0.4810,0.0020,-0.4810,3.22010,0.09810,-0.09810,7.5570e+02,2.660e+01,-2.660e+01,2.12,3.000e-01,-1.600e-01,713.0,,,61.24,28.71,-14.92,32.70,1,q1_q17_dr25_tce,5191.00,155.00,-155.00,4.597,0.030,-0.090,0.7640,0.1090,-0.0580,291.912870,40.953892,15.789
5125347,K02241.01,,CANDIDATE,CANDIDATE,0.9840,7.165204280,2.6730000e-05,-2.6730000e-05,132.9692100,3.020000e-03,-3.020000e-03,0.1420,0.3150,-0.1420,1.70500,0.10800,-0.10800,4.3380e+02,2.900e+01,-2.900e+01,2.31,7.400e-01,-2.700e-01,1034.0,,,270.34,259.40,-92.50,17.60,1,q1_q17_dr25_tce,6174.00,173.00,-260.00,4.417,0.054,-0.216,1.1030,0.3580,-0.1280,298.084530,40.283249,15.302
7120108,K02325.01,,CANDIDATE,CANDIDATE,1.0000,1.025857984,1.0510000e-06,-1.0510000e-06,131.6556210,8.410000e-04,-8.410000e-04,0.7790,0.1370,-0.5790,0.80690,0.03510,-0.03510,2.7070e+02,1.020e+01,-1.020e+01,1.57,8.000e-02,-1.000e-01,1520.0,,,1264.70,226.59,-228.03,36.00,1,q1_q17_dr25_tce,5123.00,82.00,-82.00,4.501,0.066,-0.038,0.8470,0.0440,-0.0550,292.513980,42.651760,14.413
11192235,K02329.01,,CANDIDATE,CANDIDATE,0.9490,1.615357809,2.3240000e-06,-2.3240000e-06,132.7846000,1.210000e-03,-1.210000e-03,0.9310,0.0070,-0.6790,1.14350,0.03770,-0.03770,4.9960e+02,2.070e+01,-2.070e+01,1.37,9.000e-02,-1.300e-01,806.0,,,99.32,23.70,-25.18,31.20,1,q1_q17_dr25_tce,3821.00,76.00,-84.00,4.755,0.056,-0.028,0.4860,0.0340,-0.0470,292.769930,48.899620,15.655
6525946,K02093.01,,CANDIDATE,CANDIDATE,0.9990,6.783413250,2.3870000e-05,-2.3870000e-05,136.1046800,3.070000e-03,-3.070000e-03,0.6650,0.2580,-0.4310,3.54370,0.07850,-0.07850,5.0120e+02,1.490e+01,-1.490e+01,20.75,7.850e+00,-2.620e+00,2628.0,,,11295.61,11495.77,-2976.92,35.30,1,q1_q17_dr25_tce,5096.00,77.00,-46.00,2.435,0.117,-0.143,8.7690,3.3190,-1.1060,292.954160,41.934799,15.357
8505920,K02094.01,,CANDIDATE,CANDIDATE,0.9740,42.426964700,3.3130000e-04,-3.3130000e-04,156.1719400,6.630000e-03,-6.630000e-03,0.9620,0.0510,-0.0570,5.90700,0.63400,-0.63400,6.3240e+02,3.770e+01,-3.770e+01,3.44,5.500e-01,-4.500e-01,496.0,,,14.33,6.12,-4.14,26.00,1,q1_q17_dr25_tce,5330.00,79.00,-79.00,4.366,0.137,-0.125,1.0130,0.1620,-0.1330,295.662870,44.525841,15.001
6041734,K02167.02,,CANDIDATE,CANDIDATE,,6.957870000,3.4960000e-04,-3.4960000e-04,359.0070000,2.020000e-02,-2.020000e-02,0.1686,0.3303,-0.1682,4.53700,0.92300,-0.92300,1.8230e+02,8.540e+01,-8.540e+01,1.39,5.500e-01,-1.700e-01,1047.0,,,284.40,339.61,-95.60,1.80,,,6240.00,192.00,-229.00,4.406,0.083,-0.271,1.0250,0.4040,-0.1250,291.604490,41.309361,15.280
9006186,K02169.02,,CANDIDATE,CANDIDATE,0.9610,3.266627330,1.3950000e-05,-1.3950000e-05,136.0845200,3.540000e-03,-3.540000e-03,0.6230,0.0020,-0.5030,2.05600,0.11300,-0.11300,5.9900e+01,3.600e+00,-3.600e+00,0.68,8.000e-02,-3.000e-02,1072.0,,,312.85,104.43,-46.26,18.60,2,q1_q17_dr25_tce,5450.00,108.00,-108.00,4.563,0.017,-0.094,0.8420,0.0930,-0.0330,285.207490,45.384350,12.404
11030475,K02248.01,,CANDIDATE,CANDIDATE,0.8950,2.818147150,1.0900000e-05,-1.0900000e-05,132.2533600,3.210000e-03,-3.210000e-03,0.3050,0.1650,-0.3050,1.76300,0.09740,-0.09740,2.7860e+02,1.900e+01,-1.900e+01,1.30,9.000e-02,-7.000e-02,1059.0,,,298.20,69.43,-52.32,16.50,1,q1_q17_dr25_tce,5167.00,103.00,-103.00,4.555,0.036,-0.050,0.7870,0.0530,-0.0430,292.239930,48.511570,15.498
11030475,K02248.02,,CANDIDATE,CANDIDATE,,9.490763800,1.0040000e-04,-1.0040000e-04,131.5039600,8.840000e-03,-8.840000e-03,0.3638,0.1021,-0.3637,2.71300,0.24200,-0.24200,1.9740e+02,2.380e+01,-2.380e+01,1.05,2.600e-01,-8.000e-02,704.0,,,58.01,45.41,-13.37,7.30,,,5290.00,173.00,-142.00,4.604,0.029,-0.148,0.7460,0.1880,-0.0550,292.239930,48.511570,15.498
11030475,K02248.03,,CANDIDATE,CANDIDATE,0.9900,0.761962470,2.2160000e-06,-2.2160000e-06,132.7837100,2.440000e-03,-2.440000e-03,0.3220,0.1410,-0.3210,1.28200,0.08340,-0.08340,1.9020e+02,1.250e+01,-1.250e+01,1.08,7.000e-02,-6.000e-02,1638.0,,,1710.11,398.14,-300.04,18.30,2,q1_q17_dr25_tce,5167.00,103.00,-103.00,4.555,0.036,-0.050,0.7870,0.0530,-0.0430,292.239930,48.511570,15.498
5534941,K02332.01,,CANDIDATE,CANDIDATE,0.9940,3.700632510,1.7720000e-05,-1.7720000e-05,133.1606500,4.060000e-03,-4.060000e-03,0.7100,0.2400,-0.4920,5.40800,0.10200,-0.10200,6.8600e+01,2.600e+00,-2.600e+00,1.24,1.900e-01,-4.300e-01,1329.0,,,737.02,316.90,-446.43,29.80,1,q1_q17_dr25_tce,5423.00,108.00,-97.00,4.105,0.360,-0.112,1.4040,0.2100,-0.4900,292.252470,40.792721,13.024
9307509,K02096.01,,CANDIDATE,CANDIDATE,0.9910,9.762932840,4.6830000e-05,-4.6830000e-05,139.1580200,3.600000e-03,-3.600000e-03,0.4990,0.0050,-0.4620,3.06400,0.11600,-0.11600,5.5320e+02,2.710e+01,-2.710e+01,1.94,1.800e-01,-2.300e-01,703.0,,,57.59,20.18,-17.77,23.60,1,q1_q17_dr25_tce,5052.00,151.00,-151.00,4.503,0.088,-0.072,0.8160,0.0780,-0.0950,300.619690,45.788921,15.246
9006186,K02169.03,,CANDIDATE,CANDIDATE,0.6490,4.272264210,2.2360000e-05,-2.2360000e-05,133.2186300,4.370000e-03,-4.370000e-03,0.7440,0.2250,-0.5130,2.11300,0.12500,-0.12500,4.8900e+01,3.900e+00,-3.900e+00,0.64,7.000e-02,-3.000e-02,981.0,,,218.63,72.98,-32.33,13.70,3,q1_q17_dr25_tce,5450.00,108.00,-108.00,4.563,0.017,-0.094,0.8420,0.0930,-0.0330,285.207490,45.384350,12.404
9006186,K02169.04,,CANDIDATE,CANDIDATE,0.9930,2.192519030,3.2670000e-05,-3.2670000e-05,132.2332000,1.040000e-02,-1.040000e-02,0.6160,0.3620,-0.4070,1.84500,0.33300,-0.33300,1.8100e+01,3.200e+00,-3.200e+00,0.37,5.000e-02,-1.000e-02,1225.0,,,533.25,177.99,-78.86,6.60,4,q1_q17_dr25_tce,5450.00,108.00,-108.00,4.563,0.017,-0.094,0.8420,0.0930,-0.0330,285.207490,45.384350,12.404
4173026,K02172.01,,CANDIDATE,CANDIDATE,1.0000,10.440873980,5.1130000e-05,-5.1130000e-05,137.9711300,4.060000e-03,-4.060000e-03,0.9140,0.0390,-0.6200,3.74300,0.12200,-0.12200,8.2150e+02,4.050e+01,-4.050e+01,3.41,9.800e-01,-4.900e-01,829.0,,,111.52,93.94,-39.18,22.20,1,q1_q17_dr25_tce,5738.00,156.00,-173.00,4.426,0.101,-0.188,0.9810,0.2810,-0.1410,295.164000,39.201408,15.104
